player_elo,opponent_elo,win,expected_prob,elo_delta
1049.0,823.0,1,0.931,1.035
1078.0,1149.0,0,0.306,-4.595
1078.0,974.0,0,0.768,-11.521
1078.0,1104.0,1,0.426,8.614
1078.0,878.0,1,0.909,1.364
1078.0,1294.0,0,0.077,-1.152
1078.0,920.0,0,0.86,-12.907
1078.0,1044.0,0,0.597,-8.949
1078.0,868.0,1,0.918,1.227
1078.0,836.0,1,0.942,0.871
1078.0,957.0,0,0.801,-12.016
1078.0,1087.0,1,0.474,7.888
1078.0,907.0,1,0.877,1.838
1065.0,925.0,1,0.834,2.495
1065.0,1028.0,1,0.605,5.926
1065.0,987.0,1,0.711,4.342
1040.0,1172.0,1,0.18,12.307
1040.0,1001.0,1,0.61,5.844
1040.0,1078.0,0,0.392,-5.885
1038.0,986.0,1,0.645,5.32
1038.0,1029.0,1,0.526,7.112
1038.0,1036.0,1,0.506,7.414
1038.0,1021.0,0,0.549,-8.232
1038.0,1001.0,1,0.605,5.926
1038.0,1041.0,0,0.491,-7.37
1038.0,980.0,0,0.661,-9.915
1038.0,1216.0,0,0.114,-1.712
1038.0,1307.0,0,0.043,-0.648
1038.0,840.0,1,0.907,1.392
1038.0,699.0,1,0.98,0.297
1038.0,958.0,0,0.715,-10.729
1038.0,1094.0,1,0.344,9.837
1038.0,784.0,1,0.949,0.764
1038.0,960.0,1,0.711,4.342
1038.0,936.0,1,0.764,3.541
1038.0,988.0,0,0.64,-9.601
1038.0,953.0,1,0.727,4.098
1031.0,850.0,1,0.889,1.66
1031.0,916.0,1,0.79,3.152
1031.0,959.0,0,0.696,-10.442
1031.0,694.0,1,0.98,0.304
1031.0,1114.0,1,0.278,10.834
1031.0,833.0,1,0.907,1.392
1031.0,729.0,1,0.97,0.45
1031.0,782.0,1,0.946,0.807
1031.0,854.0,1,0.885,1.729
1031.0,987.0,1,0.624,5.64
1031.0,1060.0,0,0.417,-6.259
1031.0,1067.0,1,0.398,9.032
1031.0,1036.0,0,0.486,-7.284
1031.0,1019.0,0,0.534,-8.017
1031.0,942.0,1,0.736,3.962
1037.0,1330.0,0,0.033,-0.497
1037.0,1138.0,0,0.238,-3.572
1037.0,1225.0,0,0.103,-1.545
1037.0,1198.0,0,0.135,-2.032
1037.0,1095.0,0,0.339,-5.085
1037.0,1028.0,1,0.526,7.112
1039.0,569.0,1,0.996,0.067
1039.0,611.0,1,0.993,0.108
1039.0,646.0,1,0.989,0.161
1039.0,1185.0,0,0.157,-2.355
1039.0,751.0,1,0.965,0.526
1039.0,1033.0,1,0.517,7.241
1039.0,614.0,1,0.993,0.112
1039.0,963.0,0,0.706,-10.587
1039.0,1207.0,0,0.126,-1.894
1039.0,871.0,1,0.874,1.894
1039.0,693.0,1,0.982,0.274
1039.0,507.0,1,0.998,0.033
985.0,743.0,1,0.942,0.871
985.0,881.0,1,0.768,3.479
985.0,1112.0,0,0.188,-2.822
985.0,830.0,1,0.856,2.156
985.0,957.0,1,0.58,6.302
985.0,939.0,1,0.629,5.559
985.0,1037.0,1,0.355,9.68
985.0,718.0,1,0.956,0.663
985.0,859.0,1,0.81,2.849
985.0,829.0,1,0.858,2.135
985.0,913.0,1,0.696,4.558
985.0,788.0,1,0.906,1.407
985.0,1018.0,1,0.406,8.908
985.0,993.0,1,0.477,7.845
985.0,774.0,1,0.919,1.215
985.0,1142.0,1,0.141,12.886
985.0,1012.0,0,0.423,-6.344
985.0,1031.0,0,0.371,-5.559
985.0,730.0,1,0.95,0.756
985.0,747.0,1,0.939,0.91
985.0,682.0,1,0.97,0.445
985.0,679.0,1,0.971,0.43
985.0,820.0,1,0.87,1.952
985.0,686.0,1,0.969,0.465
985.0,989.0,0,0.488,-7.327
985.0,1064.0,0,0.287,-4.306
962.0,1306.0,1,0.019,14.72
962.0,1096.0,1,0.176,12.358
962.0,1190.0,0,0.068,-1.013
962.0,1235.0,0,0.041,-0.621
962.0,1156.0,0,0.097,-1.452
962.0,1165.0,0,0.088,-1.321
982.0,822.0,0,0.863,-12.948
982.0,991.0,0,0.474,-7.112
982.0,600.0,1,0.988,0.182
986.0,600.0,1,0.988,0.174
986.0,1125.0,0,0.168,-2.519
986.0,1153.0,0,0.128,-1.913
992.0,754.0,1,0.939,0.91
992.0,866.0,1,0.81,2.849
992.0,756.0,1,0.938,0.93
992.0,799.0,1,0.902,1.467
992.0,849.0,1,0.838,2.424
992.0,953.0,0,0.61,-9.156
992.0,888.0,1,0.768,3.479
992.0,944.0,0,0.635,-9.521
992.0,743.0,1,0.946,0.807
992.0,1196.0,0,0.087,-1.308
992.0,738.0,1,0.949,0.764
980.0,495.0,1,0.996,0.056
980.0,1322.0,0,0.019,-0.287
980.0,675.0,1,0.971,0.435
980.0,586.0,1,0.989,0.159
980.0,647.0,1,0.979,0.318
980.0,657.0,1,0.976,0.355
980.0,615.0,1,0.985,0.221
980.0,1069.0,1,0.264,11.038
980.0,1340.0,0,0.016,-0.234
958.0,591.0,1,0.986,0.216
958.0,567.0,1,0.989,0.165
958.0,697.0,1,0.953,0.708
958.0,683.0,1,0.96,0.607
958.0,631.0,1,0.977,0.34
958.0,617.0,1,0.981,0.29
958.0,929.0,1,0.583,6.259
958.0,1038.0,1,0.285,10.729
958.0,851.0,1,0.774,3.388
958.0,1012.0,0,0.349,-5.241
958.0,805.0,1,0.853,2.199
958.0,803.0,1,0.856,2.156
978.0,913.0,1,0.679,4.818
978.0,814.0,1,0.869,1.972
978.0,766.0,1,0.92,1.202
978.0,1019.0,0,0.384,-5.762
978.0,1194.0,0,0.077,-1.152
978.0,694.0,1,0.963,0.549
978.0,810.0,1,0.874,1.894
978.0,823.0,1,0.856,2.156
978.0,1209.0,0,0.065,-0.981
978.0,859.0,1,0.797,3.039
978.0,775.0,0,0.912,-13.679
978.0,955.0,0,0.566,-8.487
978.0,1036.0,0,0.339,-5.085
924.0,1122.0,1,0.093,13.608
924.0,1280.0,0,0.016,-0.245
924.0,879.0,1,0.627,5.6
924.0,1191.0,0,0.044,-0.663
924.0,785.0,1,0.832,2.519
924.0,924.0,1,0.5,7.5
924.0,848.0,1,0.706,4.413
924.0,748.0,1,0.884,1.747
924.0,790.0,1,0.824,2.642
924.0,1051.0,0,0.188,-2.822
924.0,994.0,1,0.309,10.369
924.0,966.0,1,0.381,9.279
1042.0,950.0,1,0.743,3.862
1042.0,893.0,0,0.848,-12.713
1042.0,1284.0,0,0.058,-0.871
1044.0,1081.0,0,0.395,-5.926
1044.0,886.0,1,0.86,2.093
1044.0,869.0,1,0.882,1.765
1042.0,1009.0,1,0.594,6.092
1042.0,913.0,1,0.815,2.77
1042.0,929.0,1,0.786,3.21
1042.0,1267.0,0,0.07,-1.046
1042.0,900.0,0,0.837,-12.552
1042.0,924.0,1,0.796,3.067
1021.0,920.0,0,0.762,-11.428
1021.0,940.0,1,0.718,4.236
1021.0,959.0,1,0.671,4.931
1021.0,848.0,1,0.88,1.801
1021.0,859.0,1,0.866,2.012
1021.0,1001.0,1,0.557,6.64
1021.0,885.0,1,0.827,2.592
1021.0,901.0,1,0.799,3.011
1021.0,857.0,1,0.869,1.972
1021.0,997.0,1,0.569,6.47
1021.0,902.0,0,0.797,-11.961
1021.0,1088.0,1,0.316,10.257
1037.0,1130.0,0,0.255,-3.829
1037.0,1009.0,0,0.58,-8.698
1037.0,1090.0,0,0.352,-5.28
1037.0,1121.0,1,0.275,10.868
1037.0,1087.0,0,0.36,-5.399
1037.0,1073.0,0,0.398,-5.968
1037.0,1030.0,1,0.52,7.198
1041.0,1002.0,0,0.61,-9.156
1041.0,1090.0,1,0.363,9.561
1041.0,1080.0,0,0.39,-5.844
1041.0,1288.0,0,0.055,-0.825
1041.0,1065.0,1,0.431,8.53
1041.0,1068.0,0,0.423,-6.344
1017.0,1083.0,1,0.319,10.22
1017.0,970.0,1,0.632,5.519
1017.0,1033.0,1,0.454,8.189
1037.0,989.0,0,0.635,-9.521
1037.0,1128.0,0,0.26,-3.895
1037.0,1122.0,0,0.273,-4.098
1037.0,1066.0,0,0.417,-6.259
1037.0,1132.0,1,0.251,11.236
1037.0,1049.0,1,0.466,8.017
1049.0,1084.0,0,0.401,-6.009
1049.0,1004.0,1,0.627,5.6
1049.0,1073.0,1,0.431,8.53
1049.0,1072.0,0,0.434,-6.513
1049.0,991.0,0,0.661,-9.915
1065.0,1056.0,0,0.526,-7.888
1065.0,1041.0,0,0.569,-8.53
1065.0,1142.0,0,0.292,-4.378
1065.0,1090.0,1,0.429,8.572
1065.0,1002.0,0,0.674,-10.107
1065.0,1041.0,1,0.569,6.47
1034.0,1212.0,0,0.114,-1.712
1034.0,831.0,1,0.912,1.321
1034.0,834.0,1,0.909,1.364
1034.0,1209.0,0,0.118,-1.765
1034.0,954.0,1,0.715,4.271
1034.0,1078.0,0,0.376,-5.64
1052.0,1015.0,1,0.605,5.926
1052.0,857.0,0,0.904,-13.563
1052.0,810.0,1,0.942,0.871
1052.0,1200.0,0,0.154,-2.309
1052.0,1087.0,0,0.401,-6.009
1052.0,965.0,1,0.731,4.029
1052.0,961.0,1,0.74,3.895
1052.0,1098.0,0,0.371,-5.559
1052.0,1112.0,0,0.334,-5.008
1058.0,1162.0,0,0.232,-3.479
1058.0,1138.0,0,0.285,-4.271
1058.0,1077.0,0,0.446,-6.683
1058.0,1166.0,1,0.224,11.642
1058.0,1030.0,1,0.58,6.302
1058.0,1007.0,0,0.643,-9.641
1010.0,833.0,1,0.885,1.729
1010.0,1058.0,0,0.365,-5.479
1010.0,1112.0,1,0.236,11.459
1010.0,829.0,1,0.889,1.66
1010.0,1118.0,1,0.224,11.642
1010.0,1145.0,1,0.174,12.383
1010.0,1043.0,1,0.406,8.908
1010.0,1064.0,0,0.349,-5.241
1010.0,1191.0,0,0.111,-1.66
1010.0,1098.0,1,0.266,11.005
1010.0,1262.0,0,0.052,-0.781
1010.0,1150.0,0,0.166,-2.495
1010.0,1169.0,0,0.138,-2.073
1010.0,1266.0,0,0.05,-0.748
1035.0,902.0,0,0.822,-12.333
1035.0,1301.0,0,0.045,-0.67
1035.0,905.0,0,0.817,-12.256
1025.0,1025.0,1,0.5,7.5
1025.0,1033.0,0,0.477,-7.155
1025.0,1106.0,0,0.282,-4.236
1025.0,962.0,1,0.674,4.893
1025.0,613.0,1,0.991,0.13
1025.0,1470.0,0,0.006,-0.089
1025.0,1305.0,0,0.038,-0.574
1025.0,1082.0,1,0.342,9.876
1060.0,710.0,1,0.983,0.262
1060.0,955.0,0,0.77,-11.551
1060.0,1036.0,0,0.569,-8.53
1060.0,1158.0,0,0.244,-3.667
1060.0,1018.0,0,0.619,-9.279
1060.0,1078.0,0,0.448,-6.726
1060.0,929.0,1,0.819,2.718
1060.0,832.0,1,0.932,1.013
1060.0,836.0,1,0.929,1.058
1051.0,1142.0,1,0.26,11.105
1051.0,1097.0,1,0.371,9.441
1051.0,1023.0,0,0.58,-8.698
1051.0,1013.0,1,0.608,5.885
1051.0,1203.0,0,0.148,-2.221
1051.0,1115.0,0,0.324,-4.855
1051.0,1146.0,0,0.251,-3.764
1051.0,1065.0,0,0.46,-6.897
1051.0,1005.0,1,0.629,5.559
1051.0,924.0,1,0.812,2.822
1051.0,668.0,1,0.988,0.18
1051.0,1566.0,0,0.003,-0.04
1023.0,1154.0,0,0.181,-2.718
1023.0,877.0,1,0.843,2.355
1023.0,912.0,1,0.782,3.269
1051.0,807.0,1,0.943,0.852
1051.0,1000.0,1,0.643,5.359
1051.0,795.0,1,0.95,0.748
1051.0,1142.0,0,0.26,-3.895
1051.0,1269.0,0,0.075,-1.128
1051.0,1212.0,0,0.135,-2.032
1051.0,1144.0,0,0.255,-3.829
1051.0,1045.0,0,0.517,-7.759
1051.0,1037.0,0,0.54,-8.103
1051.0,1185.0,0,0.176,-2.642
1051.0,1102.0,0,0.357,-5.359
1051.0,1074.0,0,0.434,-6.513
1051.0,1075.0,1,0.431,8.53
1051.0,1085.0,1,0.403,8.949
1051.0,1088.0,0,0.395,-5.926
1051.0,1100.0,0,0.363,-5.439
1070.0,1127.0,0,0.342,-5.124
1070.0,1036.0,0,0.597,-8.949
1070.0,1126.0,0,0.344,-5.163
1107.0,783.0,1,0.977,0.351
1107.0,752.0,1,0.983,0.248
1107.0,968.0,1,0.832,2.519
1107.0,963.0,0,0.84,-12.599
1107.0,934.0,0,0.88,-13.199
1107.0,1085.0,1,0.563,6.555
1107.0,1085.0,0,0.563,-8.445
1107.0,815.0,1,0.966,0.503
1104.0,1112.0,0,0.477,-7.155
1104.0,1091.0,1,0.537,6.94
1104.0,991.0,1,0.786,3.21
1116.0,1222.0,0,0.228,-3.418
1116.0,1203.0,0,0.269,-4.029
1116.0,1178.0,0,0.329,-4.931
1126.0,740.0,1,0.988,0.174
1126.0,1019.0,1,0.774,3.388
1126.0,1125.0,1,0.503,7.457
1126.0,983.0,0,0.838,-12.576
1126.0,666.0,1,0.995,0.075
1126.0,670.0,1,0.995,0.078
1126.0,1379.0,0,0.052,-0.773
1126.0,1389.0,0,0.046,-0.693
1126.0,1494.0,0,0.014,-0.214
1126.0,686.0,1,0.994,0.094
1126.0,587.0,1,0.998,0.03
1126.0,748.0,1,0.987,0.191
1126.0,505.0,1,0.999,0.012
1126.0,893.0,1,0.936,0.96
1126.0,829.0,1,0.968,0.475
1126.0,983.0,1,0.838,2.424
1126.0,742.0,1,0.988,0.178
1126.0,838.0,0,0.965,-14.474
1126.0,1018.0,1,0.776,3.358
1023.0,1044.0,0,0.44,-6.598
1023.0,1497.0,0,0.004,-0.064
1023.0,1153.0,0,0.183,-2.744
1023.0,1151.0,0,0.186,-2.796
1023.0,1139.0,1,0.208,11.876
1023.0,675.0,1,0.982,0.268
1023.0,1127.0,1,0.232,11.521
1023.0,789.0,1,0.937,0.95
1023.0,777.0,1,0.944,0.834
1023.0,1112.0,0,0.264,-3.962
1023.0,1087.0,0,0.324,-4.855
1015.0,1129.0,0,0.212,-3.181
1015.0,1102.0,1,0.269,10.971
1015.0,1138.0,0,0.195,-2.929
1015.0,634.0,1,0.988,0.184
1015.0,930.0,1,0.727,4.098
1015.0,1027.0,0,0.466,-6.983
1015.0,732.0,1,0.963,0.556
1015.0,1357.0,0,0.019,-0.287
1015.0,885.0,1,0.817,2.744
1015.0,807.0,1,0.916,1.254
1015.0,1126.0,1,0.218,11.731
1015.0,976.0,0,0.61,-9.156
1015.0,1141.0,1,0.19,12.151
1015.0,920.0,0,0.749,-11.236
1015.0,754.0,1,0.953,0.708
1015.0,1052.0,1,0.395,9.074
1015.0,1052.0,0,0.395,-5.926
1015.0,1017.0,1,0.494,7.586
1015.0,880.0,0,0.826,-12.383
1015.0,1032.0,0,0.451,-6.768
1015.0,979.0,1,0.602,5.968
1015.0,887.0,1,0.814,2.796
1036.0,842.0,1,0.903,1.452
1036.0,1118.0,0,0.28,-4.201
1036.0,948.0,1,0.734,3.995
1036.0,805.0,1,0.935,0.981
1036.0,781.0,1,0.95,0.756
1036.0,1106.0,0,0.309,-4.631
1036.0,1350.0,0,0.026,-0.393
1036.0,985.0,0,0.643,-9.641
1036.0,1081.0,0,0.373,-5.6
1036.0,1070.0,1,0.403,8.949
1036.0,840.0,0,0.905,-13.578
991.0,1134.0,1,0.162,12.576
991.0,861.0,1,0.817,2.744
991.0,988.0,0,0.509,-7.63
991.0,678.0,1,0.973,0.398
991.0,1296.0,0,0.029,-0.435
991.0,937.0,1,0.651,5.241
991.0,1085.0,0,0.253,-3.796
991.0,946.0,1,0.627,5.6
991.0,934.0,1,0.658,5.124
991.0,1013.0,0,0.437,-6.555
991.0,1206.0,1,0.078,13.836
991.0,911.0,1,0.715,4.271
991.0,857.0,1,0.824,2.642
991.0,891.0,1,0.76,3.604
991.0,982.0,1,0.526,7.112
1026.0,1023.0,0,0.509,-7.63
1026.0,1168.0,0,0.163,-2.448
1026.0,1118.0,0,0.257,-3.862
1026.0,1009.0,0,0.549,-8.232
1026.0,788.0,1,0.939,0.91
1026.0,593.0,1,0.993,0.102
1026.0,1524.0,0,0.003,-0.048
1026.0,1095.0,0,0.311,-4.668
1026.0,986.0,0,0.613,-9.197
997.0,1408.0,0,0.009,-0.131
997.0,1227.0,0,0.066,-0.992
997.0,1067.0,1,0.309,10.369
997.0,924.0,1,0.699,4.522
997.0,1104.0,1,0.226,11.612
997.0,1083.0,1,0.271,10.937
997.0,1076.0,0,0.287,-4.306
997.0,1128.0,0,0.181,-2.718
1012.0,1507.0,0,0.003,-0.05
1012.0,1315.0,0,0.03,-0.445
1012.0,807.0,1,0.914,1.294
1012.0,855.0,1,0.859,2.114
1012.0,1058.0,0,0.371,-5.559
1012.0,1078.0,0,0.319,-4.78
1012.0,800.0,1,0.92,1.202
1012.0,955.0,0,0.658,-9.876
1012.0,1035.0,0,0.434,-6.513
1012.0,1102.0,0,0.262,-3.928
1012.0,1219.0,0,0.084,-1.267
1012.0,1072.0,0,0.334,-5.008
1012.0,1038.0,1,0.426,8.614
1012.0,1003.0,1,0.526,7.112
1012.0,878.0,1,0.824,2.642
1012.0,966.0,0,0.629,-9.441
1012.0,958.0,1,0.651,5.241
1012.0,796.0,1,0.923,1.152
1012.0,699.0,1,0.973,0.398
908.0,995.0,1,0.269,10.971
908.0,866.0,0,0.619,-9.279
908.0,932.0,1,0.431,8.53
908.0,904.0,1,0.512,7.327
908.0,925.0,1,0.451,8.232
908.0,907.0,1,0.503,7.457
908.0,922.0,1,0.46,8.103
908.0,901.0,1,0.52,7.198
908.0,775.0,1,0.822,2.667
908.0,1118.0,0,0.082,-1.227
908.0,1036.0,0,0.186,-2.796
908.0,867.0,1,0.616,5.762
908.0,937.0,1,0.417,8.741
908.0,1096.0,0,0.103,-1.545
908.0,1010.0,1,0.236,11.459
908.0,1542.0,0,0.001,-0.01
908.0,955.0,1,0.368,9.481
908.0,1077.0,1,0.125,13.125
908.0,1140.0,0,0.065,-0.971
908.0,1493.0,0,0.001,-0.018
908.0,1194.0,0,0.036,-0.537
956.0,1141.0,0,0.106,-1.593
956.0,1099.0,0,0.162,-2.424
956.0,1094.0,1,0.17,12.457
956.0,726.0,1,0.934,0.992
956.0,942.0,0,0.54,-8.103
956.0,874.0,0,0.72,-10.799
956.0,946.0,0,0.529,-7.931
956.0,1145.0,0,0.102,-1.529
956.0,1122.0,0,0.129,-1.933
956.0,1083.0,0,0.188,-2.822
956.0,1158.0,0,0.089,-1.335
956.0,1251.0,0,0.032,-0.486
956.0,1096.0,0,0.166,-2.495
956.0,1462.0,0,0.003,-0.044
956.0,1086.0,0,0.183,-2.744
956.0,1048.0,0,0.257,-3.862
956.0,954.0,1,0.506,7.414
956.0,1008.0,0,0.355,-5.32
956.0,1044.0,0,0.266,-3.995
956.0,1220.0,0,0.046,-0.685
1007.0,1102.0,0,0.251,-3.764
1007.0,1125.0,0,0.204,-3.067
1007.0,973.0,1,0.597,6.051
1007.0,1566.0,0,0.002,-0.024
1007.0,857.0,1,0.849,2.265
1007.0,838.0,1,0.875,1.875
1017.0,775.0,1,0.942,0.871
1017.0,896.0,1,0.801,2.984
1017.0,1155.0,0,0.17,-2.543
1017.0,1160.0,0,0.162,-2.424
1017.0,1085.0,0,0.314,-4.705
1017.0,857.0,1,0.863,2.052
1017.0,1015.0,0,0.506,-7.586
1017.0,810.0,1,0.916,1.267
966.0,993.0,1,0.423,8.656
966.0,915.0,1,0.643,5.359
966.0,962.0,1,0.512,7.327
966.0,941.0,1,0.571,6.428
966.0,927.0,1,0.61,5.844
966.0,884.0,1,0.72,4.201
966.0,1012.0,1,0.371,9.441
966.0,1144.0,0,0.114,-1.712
966.0,777.0,1,0.898,1.529
966.0,1007.0,0,0.384,-5.762
966.0,990.0,1,0.431,8.53
966.0,982.0,0,0.454,-6.811
966.0,1049.0,0,0.278,-4.166
966.0,1391.0,0,0.007,-0.112
966.0,946.0,1,0.557,6.64
966.0,1303.0,0,0.02,-0.304
963.0,1348.0,0,0.012,-0.176
963.0,997.0,0,0.403,-6.051
963.0,1104.0,1,0.165,12.529
963.0,929.0,0,0.597,-8.949
963.0,832.0,1,0.819,2.718
963.0,836.0,1,0.812,2.822
966.0,668.0,1,0.969,0.47
966.0,924.0,0,0.619,-9.279
966.0,1566.0,0,0.001,-0.015
966.0,1171.0,0,0.086,-1.294
966.0,1093.0,0,0.188,-2.822
966.0,1014.0,1,0.365,9.521
1026.0,1255.0,0,0.067,-1.002
1026.0,1068.0,0,0.381,-5.721
1026.0,960.0,0,0.681,-10.22
1026.0,997.0,1,0.583,6.259
1026.0,1038.0,0,0.466,-6.983
1026.0,660.0,1,0.985,0.219
1026.0,633.0,1,0.989,0.161
1026.0,744.0,1,0.963,0.562
1022.0,695.0,1,0.977,0.34
1022.0,874.0,1,0.846,2.309
1022.0,1131.0,0,0.222,-3.328
1022.0,1070.0,1,0.365,9.521
1022.0,1070.0,0,0.365,-5.479
1022.0,652.0,1,0.986,0.209
1022.0,600.0,1,0.992,0.116
1044.0,891.0,1,0.853,2.199
1044.0,837.0,0,0.916,-13.733
1044.0,975.0,0,0.689,-10.332
1074.0,806.0,1,0.956,0.656
1074.0,727.0,1,0.982,0.271
1074.0,1019.0,0,0.653,-9.798
1074.0,804.0,1,0.957,0.641
1074.0,870.0,1,0.913,1.308
1074.0,929.0,1,0.841,2.378
1074.0,952.0,1,0.803,2.956
1074.0,869.0,1,0.914,1.294
1074.0,1144.0,0,0.309,-4.631
1074.0,1052.0,0,0.563,-8.445
1078.0,668.0,1,0.991,0.133
1078.0,987.0,0,0.74,-11.105
1078.0,1064.0,1,0.54,6.897
1004.0,812.0,1,0.901,1.482
1004.0,846.0,1,0.86,2.093
1004.0,887.0,1,0.794,3.095
1004.0,835.0,1,0.875,1.875
1004.0,846.0,0,0.86,-12.907
1004.0,867.0,1,0.829,2.568
1007.0,1133.0,0,0.19,-2.849
998.0,830.0,1,0.874,1.894
998.0,1037.0,0,0.39,-5.844
998.0,960.0,1,0.608,5.885
998.0,1295.0,0,0.032,-0.475
998.0,942.0,1,0.656,5.163
998.0,864.0,1,0.824,2.642
979.0,822.0,1,0.859,2.114
979.0,938.0,0,0.616,-9.238
979.0,861.0,0,0.796,-11.933
979.0,1070.0,0,0.26,-3.895
979.0,977.0,1,0.506,7.414
979.0,926.0,1,0.648,5.28
979.0,1108.0,0,0.185,-2.77
979.0,1147.0,0,0.126,-1.894
979.0,949.0,1,0.585,6.218
979.0,976.0,1,0.509,7.37
979.0,1017.0,0,0.392,-5.885
979.0,641.0,1,0.98,0.3
979.0,1026.0,1,0.368,9.481
979.0,932.0,1,0.632,5.519
979.0,1054.0,1,0.297,10.551
985.0,1172.0,0,0.104,-1.561
985.0,1078.0,0,0.255,-3.829
985.0,1001.0,1,0.454,8.189
985.0,849.0,1,0.827,2.592
985.0,916.0,0,0.689,-10.332
985.0,1067.0,0,0.28,-4.201
985.0,1067.0,1,0.28,10.799
975.0,1345.0,0,0.014,-0.209
975.0,1322.0,0,0.018,-0.271
975.0,1314.0,0,0.02,-0.297
975.0,1548.0,0,0.001,-0.02
975.0,1150.0,1,0.118,13.235
975.0,1044.0,1,0.311,10.332
975.0,926.0,1,0.637,5.439
975.0,955.0,0,0.557,-8.36
975.0,1293.0,0,0.025,-0.376
975.0,1065.0,0,0.262,-3.928
975.0,1485.0,0,0.003,-0.042
975.0,1425.0,0,0.006,-0.084
975.0,1110.0,0,0.174,-2.617
975.0,1476.0,0,0.003,-0.047
975.0,996.0,0,0.44,-6.598
975.0,1255.0,0,0.038,-0.574
975.0,1148.0,1,0.12,13.199
975.0,1138.0,0,0.133,-1.992
975.0,1136.0,0,0.135,-2.032
975.0,840.0,1,0.826,2.617
975.0,1094.0,0,0.203,-3.039
975.0,1251.0,0,0.04,-0.6
975.0,1189.0,0,0.078,-1.177
975.0,1206.0,0,0.065,-0.981
965.0,1123.0,0,0.14,-2.093
965.0,1258.0,0,0.033,-0.497
965.0,1122.0,1,0.141,12.886
975.0,894.0,1,0.718,4.236
975.0,929.0,1,0.629,5.559
975.0,860.0,0,0.79,-11.848
975.0,1265.0,0,0.034,-0.514
975.0,1022.0,0,0.368,-5.519
975.0,1160.0,0,0.106,-1.593
992.0,1374.0,0,0.012,-0.182
992.0,1355.0,0,0.015,-0.226
992.0,1366.0,0,0.013,-0.2
992.0,860.0,1,0.82,2.693
992.0,752.0,1,0.941,0.89
1015.0,1307.0,0,0.034,-0.503
1015.0,921.0,0,0.747,-11.204
1015.0,822.0,1,0.902,1.467
1015.0,862.0,0,0.853,-12.801
1027.0,995.0,0,0.591,-8.866
1027.0,968.0,1,0.664,5.046
1027.0,1008.0,0,0.554,-8.317
1035.0,888.0,0,0.845,-12.668
1035.0,865.0,1,0.876,1.857
1035.0,917.0,1,0.796,3.067
1033.0,1242.0,0,0.083,-1.241
1033.0,1349.0,0,0.026,-0.384
1033.0,1183.0,1,0.151,12.735
1033.0,1150.0,0,0.206,-3.095
1033.0,1506.0,0,0.004,-0.064
1033.0,1309.0,0,0.04,-0.6
1033.0,1193.0,0,0.137,-2.052
1033.0,850.0,1,0.892,1.626
1033.0,1104.0,0,0.306,-4.595
1018.0,1226.0,1,0.084,13.746
1018.0,1134.0,0,0.208,-3.124
1016.0,1061.0,1,0.373,9.4
1016.0,844.0,1,0.879,1.819
1016.0,1162.0,0,0.157,-2.355
1016.0,916.0,0,0.76,-11.396
1016.0,898.0,1,0.796,3.067
1016.0,906.0,1,0.78,3.298
1016.0,1094.0,0,0.289,-4.342
1016.0,1030.0,0,0.46,-6.897
1016.0,1056.0,1,0.387,9.197
1008.0,906.0,1,0.764,3.541
1008.0,862.0,1,0.843,2.355
1008.0,799.0,1,0.917,1.241
1008.0,1091.0,1,0.278,10.834
1008.0,1207.0,0,0.092,-1.378
1008.0,986.0,0,0.563,-8.445
1016.0,964.0,1,0.645,5.32
1016.0,1052.0,0,0.398,-5.968
1016.0,828.0,1,0.897,1.545
1016.0,1004.0,0,0.534,-8.017
1016.0,845.0,0,0.877,-13.162
1016.0,977.0,1,0.61,5.844
1016.0,682.0,1,0.979,0.314
1016.0,1208.0,0,0.099,-1.482
1016.0,635.0,1,0.988,0.184
1016.0,884.0,1,0.82,2.693
1016.0,724.0,1,0.966,0.503
1016.0,1337.0,0,0.024,-0.363
1016.0,807.0,1,0.917,1.241
1016.0,616.0,1,0.99,0.149
952.0,982.0,1,0.415,8.782
952.0,1115.0,0,0.133,-1.992
952.0,904.0,1,0.635,5.479
952.0,1004.0,1,0.355,9.68
952.0,864.0,1,0.734,3.995
952.0,1204.0,1,0.052,14.219
1000.0,880.0,0,0.799,-11.989
1000.0,793.0,1,0.916,1.267
1000.0,723.0,1,0.96,0.594
1000.0,1125.0,0,0.192,-2.875
1000.0,915.0,0,0.727,-10.902
1000.0,1023.0,0,0.434,-6.513
1000.0,929.0,1,0.694,4.595
1000.0,1101.0,0,0.238,-3.572
1000.0,1056.0,0,0.344,-5.163
1000.0,1036.0,1,0.398,9.032
1000.0,1078.0,0,0.289,-4.342
1000.0,989.0,0,0.532,-7.974
1000.0,1062.0,0,0.329,-4.931
1000.0,828.0,1,0.879,1.819
1000.0,772.0,1,0.932,1.013
1000.0,992.0,0,0.523,-7.845
1002.0,1120.0,0,0.204,-3.067
1002.0,1181.0,0,0.113,-1.694
1002.0,1123.0,0,0.199,-2.984
1002.0,982.0,0,0.557,-8.36
1002.0,1072.0,0,0.309,-4.631
1002.0,954.0,1,0.635,5.479
1002.0,894.0,1,0.776,3.358
1002.0,797.0,1,0.914,1.294
1002.0,1037.0,1,0.401,8.991
999.0,1116.0,0,0.206,-3.095
999.0,1113.0,0,0.212,-3.181
999.0,1030.0,1,0.412,8.824
1008.0,756.0,1,0.948,0.781
1008.0,854.0,1,0.855,2.178
